날짜,종가,오픈,고가,저가,거래량,변동,업비트,김프,사차산업,블록체인,머스크
2019.8.8,12191.6 ,12015.9 ,12236.6 ,11727.0 ,592.15K,0.0148,0.85587,0.00416,0.03143,0.11108,0.01776
2019.8.9,12089.8 ,12190.0 ,12225.3 ,11885.0 ,558.72K,-0.0084,0.78266,0.00351,0.02993,0.08707,0.01841
2019.8.10,11314.5 ,12090.5 ,12185.0 ,11281.6 ,570.74K,-0.0641,0.65088,0.00162,0.01776,0.05511,0.01334
2019.8.11,11517.2 ,11314.6 ,11728.4 ,11146.1 ,435.83K,0.0179,0.61463,0.00214,0.01757,0.05687,0.01386
2019.8.12,11394.2 ,11505.1 ,11508.6 ,11267.3 ,391.08K,-0.0107,0.72969,0.00325,0.0311,0.10913,0.01744
2019.8.13,10892.9 ,11395.0 ,11445.6 ,10793.2 ,540.78K,-0.044,0.75214,0.00396,0.03286,0.11147,0.02134
2019.8.14,10049.4 ,10894.2 ,10894.5 ,9965.5 ,745.59K,-0.0774,0.78956,0.0026,0.0326,0.09982,0.01763
2019.8.15,10303.4 ,10053.3 ,10448.2 ,9580.1 ,930.05K,0.0253,0.85594,0.00449,0.02127,0.06832,0.01731
2019.8.16,10335.6 ,10300.9 ,10734.0 ,9788.6 ,798.67K,0.0031,0.7986,0.0039,0.02817,0.08583,0.01965
2019.8.17,10218.1 ,10335.5 ,10460.7 ,10016.3 ,497.77K,-0.0114,0.60006,0.00234,0.01887,0.05941,0.01522
2019.8.18,10312.7 ,10219.3 ,10494.9 ,10086.7 ,441.11K,0.0093,0.63982,0.00195,0.02043,0.05973,0.01483
2019.8.19,10910.7 ,10312.8 ,10923.9 ,10267.8 ,519.01K,0.058,1.87977,0.00318,0.03292,0.1021,0.01984
2019.8.20,10752.6 ,10911.2 ,10941.6 ,10581.0 ,515.47K,-0.0145,0.78396,0.00546,0.03533,0.11537,0.01776
2019.8.21,10141.5 ,10753.3 ,10797.8 ,9908.0 ,717.65K,-0.0568,0.72865,0.00344,0.03715,0.10509,0.02479
2019.8.22,10105.0 ,10141.1 ,10218.2 ,9777.0 ,520.75K,-0.0036,0.75865,0.00357,0.03214,0.09852,0.01971
2019.8.23,10388.7 ,10104.9 ,10434.3 ,9921.4 ,436.26K,0.0281,0.88281,0.00396,0.0283,0.09553,0.01841
2019.8.24,10131.0 ,10389.4 ,10415.9 ,9917.5 ,463.85K,-0.0248,0.65049,0.0024,0.02114,0.0544,0.01568
2019.8.25,10136.3 ,10132.1 ,10307.0 ,9935.2 ,422.53K,0.0005,0.57494,0.00227,0.01991,0.05524,0.01379
2019.8.26,10371.8 ,10136.0 ,10568.2 ,10136.0 ,568.77K,0.0232,0.76945,0.00286,0.03501,0.09357,0.01626
2019.8.27,10184.8 ,10372.2 ,10387.6 ,10060.2 ,419.81K,-0.018,0.68179,0.00279,0.03611,0.08681,0.01965
2019.8.28,9729.4 ,10184.7 ,10271.3 ,9629.6 ,580.29K,-0.0447,0.63058,0.00279,0.04028,0.09396,0.01971
2019.8.29,9491.0 ,9729.1 ,9729.1 ,9343.0 ,509.13K,-0.0245,0.74524,0.00312,0.04151,0.09559,0.01815
2019.8.30,9585.4 ,9494.1 ,9675.7 ,9370.2 ,413.92K,0.0099,0.69481,0.00318,0.02869,0.0857,0.02075
2019.8.31,9594.4 ,9585.5 ,9677.5 ,9457.3 ,311.49K,0.0009,0.49886,0.00175,0.01548,0.05212,0.01594
2019.9.1,9729.3 ,9594.7 ,9799.5 ,9533.6 ,322.66K,0.0141,0.47596,0.00188,0.01945,0.05329,0.01652
2019.9.2,10348.8 ,9728.8 ,10431.5 ,9720.3 ,542.79K,0.0637,0.62524,0.00429,0.03891,0.0952,0.01978
2019.9.3,10612.3 ,10348.1 ,10756.8 ,10283.5 ,578.79K,0.0255,0.71856,0.00527,0.03435,0.09858,0.02206
2019.9.4,10568.2 ,10611.6 ,10783.6 ,10388.6 ,504.45K,-0.0042,0.65589,0.00514,0.03715,0.10132,0.02199
2019.9.5,10566.9 ,10567.8 ,10630.7 ,10469.9 ,402.09K,-0.0001,0.58906,0.00462,0.03898,0.11869,0.01945
2019.9.6,10309.3 ,10566.7 ,10896.2 ,10227.4 ,643.02K,-0.0244,0.58385,0.00318,0.02876,0.10047,0.02043
2019.9.7,10461.1 ,10306.9 ,10556.4 ,10302.3 ,393.57K,0.0147,0.48657,0.00292,0.01965,0.0503,0.01548
2019.9.8,10402.8 ,10461.6 ,10578.0 ,10266.3 ,339.73K,-0.0056,0.49197,0.00195,0.02707,0.0695,0.02108
2019.9.9,10309.0 ,10402.1 ,10478.0 ,10095.7 ,473.76K,-0.009,0.65401,0.00299,0.04561,0.11316,0.02147
2019.9.10,10105.4 ,10308.7 ,10379.8 ,9970.7 ,383.22K,-0.0198,0.58067,0.00331,0.04822,0.11531,0.02219
2019.9.11,10162.5 ,10104.9 ,10257.5 ,9908.9 ,413.06K,0.0057,0.55776,0.00214,0.03286,0.09012,0.02147
2019.9.12,10415.1 ,10162.4 ,10447.9 ,10051.0 ,413.22K,0.0249,0.42702,0.00123,0.01275,0.04125,0.016
2019.9.13,10342.1 ,10415.2 ,10441.4 ,10174.1 ,365.52K,-0.007,0.41264,9.10E-04,0.01314,0.04522,0.01633
2019.9.14,10337.3 ,10342.2 ,10421.4 ,10253.7 ,326.44K,-0.0005,0.40893,0.00188,0.01587,0.05355,0.01704
2019.9.15,10311.5 ,10337.3 ,10360.4 ,10272.0 ,255.79K,-0.0025,0.4755,0.00156,0.02603,0.07685,0.01509
2019.9.16,10255.5 ,10311.3 ,10360.5 ,10108.5 ,372.53K,-0.0054,0.6363,0.00175,0.04386,0.1334,0.0214
2019.9.17,10195.7 ,10254.6 ,10273.6 ,10153.5 ,321.64K,-0.0058,0.69891,0.0037,0.04034,0.13353,0.02245
2019.9.18,10164.7 ,10195.7 ,10257.5 ,10119.3 ,318.82K,-0.003,0.88418,0.00344,0.04145,0.13353,0.02043
2019.9.19,10250.5 ,10164.6 ,10297.6 ,9707.6 ,542.25K,0.0084,0.85105,0.00416,0.03637,0.12774,0.02069
2019.9.20,10172.7 ,10251.5 ,10279.5 ,10088.6 ,362.07K,-0.0076,0.7021,0.00221,0.03351,0.11212,0.01704
2019.9.21,9993.0 ,10172.8 ,10177.9 ,9939.8 ,326.17K,-0.0177,0.49795,0.0024,0.02062,0.06214,0.01399
2019.9.22,10031.6 ,9993.0 ,10075.0 ,9870.9 ,337.06K,0.0039,0.47505,0.00214,0.02134,0.06598,0.0149
2019.9.23,9702.2 ,10031.3 ,10048.8 ,9656.3 ,431.10K,-0.0328,0.67346,0.00325,0.03279,0.11622,0.02134
2019.9.24,8513.9 ,9702.7 ,9793.8 ,8069.4 ,933.16K,-0.1225,0.67099,0.00318,0.03663,0.11505,0.01783
2019.9.25,8432.4 ,8512.3 ,8729.8 ,8245.1 ,696.11K,-0.0096,4.1459,0.00383,0.03605,0.13028,0.0177
2019.9.26,8063.8 ,8432.5 ,8463.1 ,7773.6 ,731.03K,-0.0437,0.92836,0.00266,0.03793,0.11817,0.0188
2019.9.27,8184.9 ,8063.8 ,8257.4 ,7882.1 ,561.40K,0.015,0.89056,0.00344,0.03019,0.12689,0.01978
2019.9.28,8208.5 ,8184.5 ,8297.2 ,8031.1 ,457.79K,0.0029,0.61014,0.00149,0.02036,0.06767,0.01275
2019.9.29,8049.1 ,8208.0 ,8226.8 ,7922.1 ,418.48K,-0.0194,0.55145,0.00208,0.02635,0.0693,0.01971
2019.9.30,8284.3 ,8048.9 ,8318.5 ,7749.0 ,600.26K,0.0292,0.85099,0.00331,0.03858,0.13177,0.02752
2019.10.1,8302.7 ,8285.0 ,8486.2 ,8187.9 ,533.95K,0.0022,0.84826,0.00481,0.04054,0.13698,0.01939
2019.10.2,8364.1 ,8302.7 ,8374.0 ,8167.7 ,405.86K,0.0074,0.69123,0.0026,0.03683,0.12195,0.02056
2019.10.3,8226.9 ,8363.6 ,8391.7 ,8090.1 ,460.97K,-0.0164,0.56205,0.00136,0.02394,0.07483,0.0188
2019.10.4,8148.1 ,8227.6 ,8233.6 ,8041.4 ,416.92K,-0.0096,0.67418,0.00221,0.02908,0.09481,0.02993
2019.10.5,8127.3 ,8148.0 ,8185.1 ,8030.6 ,360.92K,-0.0025,0.52535,0.00221,0.02225,0.06201,0.01861
2019.10.6,7881.9 ,8127.3 ,8145.5 ,7834.9 ,448.80K,-0.0302,0.50283,0.00188,0.02127,0.06572,0.01783
2019.10.7,8198.6 ,7882.6 ,8293.5 ,7797.0 ,604.74K,0.0402,0.74973,0.00416,0.03715,0.12663,0.02394
2019.10.8,8182.9 ,8198.5 ,8323.1 ,8118.1 ,469.04K,-0.0019,0.76834,0.0052,0.03292,0.11954,0.02245
2019.10.9,8566.7 ,8180.1 ,8655.9 ,8122.7 ,636.43K,0.0469,0.58132,0.00273,0.02739,0.07945,0.01464
2019.10.10,8562.3 ,8566.8 ,8638.5 ,8438.7 ,511.46K,-0.0005,0.72975,0.0039,0.03911,0.12963,0.01978
2019.10.11,8267.8 ,8562.2 ,8751.1 ,8249.7 ,667.86K,-0.0344,0.64489,0.00305,0.03442,0.10874,0.02114
2019.10.12,8304.4 ,8267.6 ,8394.8 ,8260.9 ,424.02K,0.0044,0.48168,0.00253,0.027,0.08329,0.01731
2019.10.13,8281.5 ,8304.3 ,8450.2 ,8190.6 ,419.87K,-0.0028,0.4649,0.00247,0.02954,0.07255,0.01639
2019.10.14,8353.3 ,8281.3 ,8374.3 ,8222.2 ,505.02K,0.0087,0.63923,0.00273,0.04158,0.12585,0.0203
2019.10.15,8167.2 ,8353.4 ,8400.2 ,8139.5 ,469.73K,-0.0223,0.62615,0.00507,0.04047,0.13672,0.01861
2019.10.16,8000.4 ,8167.1 ,8185.9 ,7929.8 ,538.92K,-0.0204,0.59218,0.00247,0.04125,0.14336,0.01984
2019.10.17,8073.3 ,8000.4 ,8118.2 ,7944.4 ,444.95K,0.0091,0.58919,0.0037,0.04275,0.1306,0.0201
2019.10.18,7948.5 ,8073.3 ,8116.4 ,7842.0 ,505.79K,-0.0155,0.65837,0.00286,0.04262,0.13197,0.01783
2019.10.19,7957.3 ,7948.3 ,8060.2 ,7892.4 ,428.83K,0.0011,0.44336,0.00214,0.02655,0.08375,0.016
2019.10.20,8223.4 ,7957.4 ,8288.5 ,7889.6 ,513.91K,0.0334,0.42819,0.00292,0.02856,0.08804,0.01704
2019.10.21,8208.2 ,8224.1 ,8315.3 ,8155.7 ,489.40K,-0.0018,0.60305,0.00344,0.03917,0.1237,0.02173
2019.10.22,8031.4 ,8207.4 ,8289.1 ,8017.7 ,570.39K,-0.0215,0.57878,0.00377,0.04327,0.12305,0.02095
2019.10.23,7477.0 ,8031.0 ,8055.0 ,7329.2 ,892.08K,-0.069,0.61678,0.00279,0.04028,0.12442,0.02049
2019.10.24,7422.7 ,7476.8 ,7501.5 ,7366.3 ,586.49K,-0.0073,0.77101,0.00377,0.03826,0.11921,0.01809
2019.10.25,8658.3 ,7422.8 ,8697.7 ,7404.9 ,1.18M,0.1665,0.72435,0.00312,0.03429,0.10607,0.02062
2019.10.26,9230.6 ,8658.4 ,10540.0 ,8061.8 ,1.78M,0.0661,1.5842,0.00325,0.02642,0.17232,0.01522
2019.10.27,9529.6 ,9230.6 ,9773.2 ,9081.0 ,1.16M,0.0324,0.84793,0.00338,0.02505,0.13503,0.01581
2019.10.28,9207.2 ,9530.1 ,9866.9 ,9202.5 ,1.04M,-0.0338,1.19596,0.00383,0.03806,0.20674,0.02225
2019.10.29,9411.3 ,9206.5 ,9531.3 ,9125.3 ,918.48K,0.0222,0.96897,0.00208,0.03885,0.20394,0.02251
2019.10.30,9157.9 ,9411.3 ,9411.3 ,9018.4 ,789.73K,-0.0269,0.83849,0.0024,0.03943,0.17153,0.01958
2019.10.31,9152.6 ,9157.9 ,9378.9 ,8959.6 ,798.93K,-0.0006,0.75845,0.00383,0.03865,0.15435,0.0203
2019.11.1,9230.1 ,9153.1 ,9270.4 ,9057.2 ,689.65K,0.0085,0.7457,0.00305,0.03247,0.12735,0.02043
2019.11.2,9300.6 ,9230.3 ,9356.7 ,9201.2 ,570.74K,0.0076,0.58333,0.00247,0.02154,0.08271,0.01594
2019.11.3,9198.3 ,9300.5 ,9359.1 ,9095.0 ,536.56K,-0.011,0.5534,0.00169,0.02075,0.09188,0.016
2019.11.4,9396.4 ,9198.7 ,9500.4 ,9134.1 ,681.01K,0.0215,0.68745,0.00488,0.03676,0.14342,0.02114
2019.11.5,9310.8 ,9396.1 ,9452.7 ,9193.9 ,653.42K,-0.0091,0.75025,0.00533,0.04177,0.13698,0.02056
2019.11.6,9338.9 ,9311.2 ,9424.6 ,9262.7 ,578.03K,0.003,0.67978,0.0037,0.04177,0.14388,0.0244
2019.11.7,9223.5 ,9339.2 ,9367.0 ,9130.0 ,603.54K,-0.0124,0.67424,0.00416,0.03546,0.14583,0.02245
2019.11.8,8778.2 ,9223.6 ,9254.8 ,8722.4 ,791.79K,-0.0483,0.58763,0.00312,0.03351,0.10763,0.02407
2019.11.9,8804.5 ,8778.1 ,8877.5 ,8746.9 ,512.02K,0.003,0.49158,0.00253,0.02323,0.06488,0.01802
2019.11.10,9036.8 ,8804.7 ,9092.9 ,8763.5 ,581.57K,0.0264,0.46275,0.0024,0.02492,0.09995,0.01717
2019.11.11,8736.9 ,9036.9 ,9066.4 ,8649.4 ,601.16K,-0.0332,0.65531,0.0039,0.03683,0.1375,0.02199
2019.11.12,8812.6 ,8737.4 ,8841.2 ,8615.7 ,575.16K,0.0087,0.57871,0.00383,0.03475,0.13509,0.0214
2019.11.13,8783.1 ,8813.2 ,8829.7 ,8721.1 ,454.33K,-0.0033,0.56101,0.00201,0.03409,0.1321,0.02492
2019.11.14,8661.2 ,8782.9 ,8799.8 ,8615.8 ,515.43K,-0.0139,0.53355,0.00221,0.03553,0.12917,0.0218
2019.11.15,8476.3 ,8660.8 ,8761.8 ,8437.1 ,653.71K,-0.0213,0.55626,0.00208,0.03598,0.10919,0.01835
2019.11.16,8497.3 ,8476.2 ,8532.8 ,8450.7 ,471.16K,0.0025,0.43411,0.00175,0.02297,0.08153,0.01464
2019.11.17,8509.8 ,8497.4 ,8631.7 ,8413.0 ,531.22K,0.0015,0.44531,0.00188,0.02316,0.07965,0.01932
2019.11.18,8208.4 ,8510.3 ,8516.3 ,8110.4 ,692.60K,-0.0354,0.58424,0.00344,0.04281,0.13542,0.0231
2019.11.19,8145.7 ,8207.7 ,8245.6 ,8032.8 ,654.27K,-0.0076,0.65492,0.00357,0.03728,0.14694,0.02368
2019.11.20,8099.3 ,8145.7 ,8223.0 ,8074.2 ,607.27K,-0.0057,0.56329,0.00475,0.03793,0.13242,0.02394
2019.11.21,7627.9 ,8099.4 ,8129.6 ,7519.7 ,891.50K,-0.0582,0.57923,0.00455,0.03963,0.14583,0.02232
2019.11.22,7272.5 ,7627.9 ,7700.9 ,6818.5 ,1.41M,-0.0466,0.69396,0.00325,0.0326,0.13978,0.02453
2019.11.23,7324.1 ,7271.6 ,7342.5 ,7093.7 ,783.18K,0.0071,0.56999,0.00182,0.02362,0.08088,0.02485
2019.11.24,6924.7 ,7325.0 ,7344.1 ,6894.9 ,904.50K,-0.0545,0.5111,0.00247,0.02752,0.07431,0.02707
2019.11.25,7115.6 ,6924.7 ,7352.8 ,6534.8 ,1.29M,0.0276,0.92114,0.00312,0.03715,0.13008,0.03084
2019.11.26,7162.8 ,7115.5 ,7329.5 ,7045.1 ,844.27K,0.0066,0.78975,0.00383,0.0378,0.13412,0.03409
2019.11.27,7510.6 ,7162.8 ,7636.9 ,6875.4 ,996.49K,0.0486,4.24534,0.00312,0.04262,0.12325,0.02681
2019.11.28,7426.7 ,7510.6 ,7639.5 ,7380.6 ,737.58K,-0.0112,12.65871,0.00357,0.03813,0.12819,0.02394
2019.11.29,7742.7 ,7426.6 ,7825.3 ,7412.3 ,766.71K,0.0426,1.22101,0.0024,0.03845,0.10822,0.0216
2019.11.30,7546.6 ,7742.7 ,7787.7 ,7472.7 ,650.60K,-0.0253,0.75032,0.0024,0.02505,0.06898,0.01594
2019.12.1,7396.4 ,7546.5 ,7546.5 ,7244.4 ,777.00K,-0.0199,0.69663,0.00227,0.02895,0.07047,0.01828
2019.12.2,7298.2 ,7395.9 ,7433.8 ,7173.6 ,687.78K,-0.0133,0.75533,0.00468,0.03858,0.11817,0.02629
2019.12.3,7291.8 ,7298.1 ,7389.4 ,7227.1 ,548.77K,-0.0009,0.73587,0.00488,0.04015,0.10613,0.02219
2019.12.4,7204.4 ,7291.9 ,7702.2 ,7113.6 ,971.75K,-0.012,0.74004,0.0052,0.04203,0.14902,0.02407
2019.12.5,7399.2 ,7204.6 ,7476.3 ,7184.0 ,780.78K,0.027,0.66194,0.00501,0.03924,0.14297,0.02498
2019.12.6,7530.8 ,7399.2 ,7552.1 ,7329.8 ,706.10K,0.0178,0.60585,0.00455,0.03351,0.08485,0.0218
2019.12.7,7510.9 ,7530.4 ,7595.7 ,7489.6 ,557.14K,-0.0026,0.47362,0.0037,0.02336,0.0596,0.01978
2019.12.8,7524.4 ,7510.8 ,7576.4 ,7416.7 ,499.04K,0.0018,0.50706,0.00331,0.02082,0.06344,0.01932
2019.12.9,7355.8 ,7524.8 ,7626.0 ,7321.6 ,648.66K,-0.0224,0.62153,0.00396,0.03702,0.10229,0.02173
2019.12.10,7235.7 ,7356.2 ,7400.3 ,7192.1 ,609.50K,-0.0163,0.57871,0.00312,0.03546,0.09689,0.02472
2019.12.11,7208.0 ,7235.8 ,7284.4 ,7168.8 ,518.40K,-0.0038,0.53381,0.00266,0.03507,0.10112,0.02056
2019.12.12,7208.0 ,7208.0 ,7272.4 ,7124.6 ,611.80K,0,0.51969,0.0024,0.0326,0.09585,0.01952
2019.12.13,7255.2 ,7208.4 ,7288.0 ,7200.3 ,503.49K,0.0065,0.76665,0.00292,0.03286,0.08498,0.02264
2019.12.14,7080.8 ,7255.2 ,7267.4 ,7043.3 ,524.56K,-0.024,0.65498,0.00175,0.0216,0.06019,0.01659
2019.12.15,7128.5 ,7080.8 ,7175.8 ,7033.8 ,492.58K,0.0067,0.50941,0.00247,0.0244,0.05576,0.01581
2019.12.16,6903.5 ,7128.5 ,7153.1 ,6864.6 ,689.56K,-0.0316,0.61255,0.00305,0.03422,0.1019,0.02088
2019.12.17,6613.3 ,6903.5 ,6943.5 ,6575.0 ,894.55K,-0.042,0.68472,0.00364,0.03819,0.10509,0.02121
2019.12.18,7276.0 ,6613.5 ,7387.7 ,6462.2 ,1.14M,0.1002,0.80524,0.0039,0.038,0.10047,0.02212
2019.12.19,7165.5 ,7276.4 ,7354.0 ,7039.3 ,778.72K,-0.0152,0.70008,0.0026,0.03637,0.10425,0.01854
2019.12.20,7196.4 ,7165.5 ,7218.4 ,7107.7 ,627.04K,0.0043,0.56075,0.00312,0.02778,0.07991,0.02238
2019.12.21,7156.2 ,7196.4 ,7197.6 ,7129.6 ,468.74K,-0.0056,0.43815,0.00175,0.01431,0.03976,0.01991
2019.12.22,7495.8 ,7156.3 ,7501.1 ,7142.0 ,677.94K,0.0474,0.4539,0.00169,0.01796,0.05407,0.0203
2019.12.23,7322.8 ,7496.2 ,7684.0 ,7276.2 ,952.16K,-0.0231,0.6173,0.00312,0.02694,0.07958,0.02284
2019.12.24,7268.3 ,7322.4 ,7433.2 ,7185.7 ,785.54K,-0.0074,0.53596,0.00247,0.02427,0.0639,0.02303
2019.12.25,7224.8 ,7268.3 ,7542.4 ,7150.9 ,625.41K,-0.006,0.44082,0.00201,0.01529,0.08694,0.01652
2019.12.26,7210.9 ,7225.0 ,7414.3 ,7177.3 ,795.09K,-0.0019,0.49027,0.00214,0.02609,0.10125,0.02082
2019.12.27,7261.7 ,7210.8 ,7293.8 ,7128.5 ,718.07K,0.007,0.49763,0.00253,0.02101,0.07008,0.01991
2019.12.28,7321.5 ,7261.9 ,7375.9 ,7256.5 ,610.96K,0.0082,0.4267,0.00195,0.01464,0.04457,0.01691
2019.12.29,7397.5 ,7321.6 ,7518.9 ,7303.0 ,611.69K,0.0104,0.50954,0.0011,0.01555,0.05153,0.01717
2019.12.30,7261.8 ,7397.5 ,7420.9 ,7244.1 ,606.11K,-0.0184,0.56791,0.00266,0.02765,0.06898,0.02036
2019.12.31,7196.4 ,7261.5 ,7331.0 ,7167.4 ,586.60K,-0.009,0.46275,0.00188,0.01978,0.05544,0.01828
2020.1.1,7199.8 ,7196.4 ,7259.4 ,7180.0 ,420.28K,0.0005,0.40483,0.00234,0.016,0.04197,0.01334
2020.1.2,6967.0 ,7199.7 ,7209.6 ,6901.4 ,632.78K,-0.0323,0.50843,0.00227,0.02739,0.07626,0.0201
2020.1.3,7343.1 ,6967.1 ,7402.9 ,6884.1 ,936.29K,0.054,0.56283,0.00338,0.0255,0.07164,0.0203
2020.1.4,7376.8 ,7345.1 ,7433.1 ,7291.4 ,523.91K,0.0046,0.69481,0.00188,0.01744,0.0434,0.01613
2020.1.5,7372.5 ,7376.8 ,7501.0 ,7345.6 ,628.14K,-0.0006,0.49698,0.00188,0.01932,0.04535,0.01535
2020.1.6,7759.1 ,7372.6 ,7783.1 ,7366.7 ,786.75K,0.0524,0.80563,0.00299,0.0324,0.08056,0.02088
2020.1.7,8155.7 ,7759.1 ,8182.0 ,7754.1 ,1.01M,0.0511,0.79782,0.00357,0.03429,0.08388,0.0201
2020.1.8,8059.6 ,8154.2 ,8436.4 ,7900.8 ,1.19M,-0.0118,1.18275,0.00312,0.02492,0.07978,0.02375
2020.1.9,7842.4 ,8060.0 ,8065.9 ,7779.2 ,786.50K,-0.027,0.77505,0.00416,0.02817,0.07744,0.0229
2020.1.10,8187.1 ,7842.5 ,8187.4 ,7697.7 ,1.05M,0.044,0.59023,0.00351,0.02433,0.05908,0.01854
2020.1.11,8024.1 ,8187.8 ,8262.9 ,8008.4 ,776.75K,-0.0199,0.56973,0.00292,0.01568,0.03331,0.01477
2020.1.12,8187.6 ,8023.3 ,8189.9 ,7973.1 ,595.22K,0.0204,0.5247,0.00305,0.01568,0.09221,0.01652
2020.1.13,8111.4 ,8188.3 ,8196.7 ,8068.4 ,610.66K,-0.0093,0.6268,0.00331,0.02492,0.06676,0.0203
2020.1.14,8829.2 ,8111.2 ,8898.7 ,8111.2 ,1.48M,0.0885,0.86557,0.00383,0.03104,0.06514,0.01913
2020.1.15,8818.3 ,8827.9 ,8904.0 ,8615.5 ,1.17M,-0.0012,2.50873,0.00559,0.02843,0.06598,0.02323
2020.1.16,8726.9 ,8818.1 ,8850.0 ,8605.8 ,748.32K,-0.0104,1.01921,0.0039,0.02804,0.06377,0.0231
2020.1.17,8913.1 ,8726.7 ,9005.1 ,8675.9 ,794.11K,0.0213,1.05598,0.00377,0.02362,0.06676,0.01991
2020.1.18,8916.3 ,8913.0 ,8982.3 ,8814.6 ,627.74K,0.0004,0.84949,0.00247,0.01704,0.04249,0.01509
2020.1.19,8706.2 ,8916.3 ,9183.7 ,8552.8 ,975.01K,-0.0236,0.87207,0.00227,0.01685,0.04008,0.01581
2020.1.20,8641.9 ,8705.7 ,8740.1 ,8539.2 ,599.06K,-0.0074,0.8439,0.00416,0.02681,0.07047,0.02316
2020.1.21,8732.6 ,8642.0 ,8770.3 ,8524.0 ,540.20K,0.0105,0.83739,0.00247,0.0257,0.06104,0.019
2020.1.22,8678.5 ,8733.0 ,8805.4 ,8610.8 ,509.06K,-0.0062,0.92251,0.0037,0.02648,0.06273,0.02101
2020.1.23,8405.1 ,8678.5 ,8687.3 ,8309.6 ,722.67K,-0.0315,0.74505,0.00305,0.01639,0.04171,0.02342
2020.1.24,8439.9 ,8404.9 ,8522.0 ,8242.6 ,617.02K,0.0041,0.58353,0.00195,0.01002,0.02791,0.01789
2020.1.25,8341.6 ,8439.9 ,8447.6 ,8277.2 ,444.00K,-0.0117,0.51754,0.00188,0.00865,0.02531,0.01483
2020.1.26,8607.8 ,8341.6 ,8607.8 ,8304.9 ,468.34K,0.0319,0.52041,0.00266,0.01041,0.02576,0.0175
2020.1.27,8866.6 ,8608.1 ,8983.1 ,8585.6 ,706.45K,0.0301,0.69858,0.00286,0.01203,0.03006,0.01978
2020.1.28,9377.3 ,8866.6 ,9389.5 ,8866.6 ,954.20K,0.0576,1.05422,0.00422,0.02492,0.05492,0.02485
2020.1.29,9298.9 ,9377.3 ,9428.7 ,9250.9 ,749.88K,-0.0084,0.99526,0.00507,0.02544,0.05004,0.02648
2020.1.30,9507.3 ,9299.1 ,9569.0 ,9209.2 ,765.21K,0.0224,0.87741,0.00429,0.02505,0.0652,0.03175
2020.1.31,9349.1 ,9508.3 ,9525.0 ,9222.3 ,633.37K,-0.0166,1.03333,0.00351,0.02193,0.04867,0.03325
2020.2.1,9381.6 ,9349.3 ,9458.8 ,9301.5 ,458.42K,0.0035,0.7455,0.00266,0.01334,0.0311,0.02466
2020.2.2,9334.9 ,9381.5 ,9465.4 ,9183.1 ,683.37K,-0.005,0.79424,0.00182,0.0175,0.03891,0.02642
2020.2.3,9296.6 ,9334.6 ,9582.8 ,9243.1 ,701.39K,-0.0041,0.97502,0.00364,0.02635,0.06559,0.03071
2020.2.4,9193.9 ,9296.5 ,9347.5 ,9193.9 ,651.68K,-0.011,0.97776,0.00383,0.02973,0.06481,0.03279
2020.2.5,9611.8 ,9194.1 ,9726.8 ,9179.9 ,771.46K,0.0454,1.15724,0.0037,0.02876,0.05694,0.03767
2020.2.6,9772.0 ,9611.8 ,9854.9 ,9536.1 ,778.67K,0.0167,1.21522,0.00325,0.02668,0.06091,0.03325
2020.2.7,9818.6 ,9771.9 ,9872.5 ,9738.7 ,608.96K,0.0048,1.15196,0.00442,0.02121,0.05902,0.0298
2020.2.8,9895.5 ,9817.3 ,9931.2 ,9673.2 ,551.31K,0.0078,0.90669,0.00292,0.01438,0.03514,0.02466
2020.2.9,10151.5 ,9895.4 ,10157.1 ,9882.7 ,617.35K,0.0259,0.97444,0.00325,0.01932,0.03787,0.02316
2020.2.10,9854.1 ,10151.5 ,10181.7 ,9774.8 ,781.22K,-0.0293,1.07856,0.00305,0.02817,0.0639,0.02681
2020.2.11,10229.5 ,9854.0 ,10314.1 ,9725.1 ,791.28K,0.0381,0.93149,0.00364,0.02642,0.07587,0.03019
2020.2.12,10317.7 ,10229.3 ,10435.6 ,10229.3 ,803.25K,0.0086,1.52153,0.00605,0.02804,0.07613,0.02739
2020.2.13,10235.1 ,10321.9 ,10482.6 ,10116.9 ,940.30K,-0.008,2.41176,0.00624,0.02889,0.09702,0.02498
2020.2.14,10333.0 ,10235.5 ,10372.4 ,10125.2 ,732.51K,0.0096,1.86532,0.0037,0.02459,0.07314,0.02837
2020.2.15,9907.7 ,10336.0 ,10369.8 ,9831.7 ,808.81K,-0.0412,1.5009,0.00325,0.0149,0.04164,0.019
2020.2.16,9932.3 ,9907.4 ,10056.4 ,9654.9 ,808.91K,0.0025,1.28804,0.00364,0.01809,0.04496,0.02004
2020.2.17,9701.4 ,9931.7 ,9951.5 ,9468.9 ,961.88K,-0.0232,1.37582,0.00422,0.02908,0.07281,0.0242
2020.2.18,10158.4 ,9701.5 ,10230.1 ,9601.6 ,945.91K,0.0471,1.276,0.00449,0.0255,0.08889,0.02726
2020.2.19,9609.4 ,10158.6 ,10230.9 ,9424.3 ,905.95K,-0.054,1.15698,0.00299,0.02563,0.07926,0.03312
2020.2.20,9602.4 ,9611.9 ,9681.4 ,9448.9 ,870.80K,-0.0007,1.09626,0.00409,0.02485,0.06351,0.03136
2020.2.21,9684.5 ,9602.2 ,9747.1 ,9574.5 ,716.61K,0.0085,1.0239,0.00338,0.01809,0.0518,0.0337
